time,inserted_at,value,
1478982811.0,1478982810.0,4218.88
1478982818.0,1478982817.0,4226.56
1478982826.0,1478982825.0,4229.12
1478982833.0,1478982832.0,4221.44
1478982841.0,1478982840.0,4226.56
1478982848.0,1478982847.0,4226.56
1478982856.0,1478982855.0,4224
1478982863.0,1478982862.0,4218.88
1478982871.0,1478982870.0,4226.56
1478982879.0,1478982878.0,4218.88
1478982886.0,1478982885.0,4231.68
1478982894.0,1478982893.0,4236.8
1478982902.0,1478982901.0,4229.12
1478982909.0,1478982908.0,4241.92
1478982917.0,1478982916.0,4229.12
1478982924.0,1478982923.0,4226.56
